t,s,v,a,j
0.5370,89.8627,17.8226,-3.7000,0.0000
0.5380,89.8449,17.8189,-3.7000,0.0000
0.5390,89.8271,17.8152,-3.7000,0.0000
0.5400,89.8093,17.8115,-3.7000,0.0000
0.5410,89.7915,17.8078,-3.7000,0.0000
0.5420,89.7737,17.8041,-3.7000,0.0000
0.5430,89.7559,17.8004,-3.7000,0.0000
0.5440,89.7381,17.7967,-3.7000,0.0000
0.5450,89.7203,17.7930,-3.7000,0.0000
0.5460,89.7025,17.7893,-3.7000,0.0000
0.5470,89.6847,17.7856,-3.7000,0.0000
0.5480,89.6670,17.7819,-3.7000,0.0000
0.5490,89.6492,17.7782,-3.7000,0.0000
0.5500,89.6314,17.7745,-3.7000,0.0000
0.5510,89.6136,17.7708,-3.7000,0.0000
0.5520,89.5959,17.7671,-3.7000,0.0000
0.5530,89.5781,17.7634,-3.7000,0.0000
0.5540,89.5604,17.7597,-3.7000,0.0000
0.5550,89.5426,17.7560,-3.7000,0.0000
0.5560,89.5249,17.7523,-3.7000,0.0000
0.5570,89.5071,17.7486,-3.7000,0.0000
0.5580,89.4894,17.7449,-3.7000,0.0000
0.5590,89.4716,17.7412,-3.7000,0.0000
0.5600,89.4539,17.7375,-3.7000,0.0000
0.5610,89.4362,17.7338,-3.7000,0.0000
0.5620,89.4184,17.7301,-3.7000,0.0000
0.5630,89.4007,17.7264,-3.7000,0.0000
0.5640,89.3830,17.7227,-3.7000,0.0000
0.5650,89.3653,17.7190,-3.7000,0.0000
0.5660,89.3475,17.7153,-3.7000,0.0000
0.5670,89.3298,17.7116,-3.7000,0.0000
0.5680,89.3121,17.7079,-3.7000,0.0000
0.5690,89.2944,17.7042,-3.7000,0.0000
0.5700,89.2767,17.7005,-3.7000,0.0000
0.5710,89.2590,17.6968,-3.7000,0.0000
0.5720,89.2413,17.6931,-3.7000,0.0000
0.5730,89.2237,17.6894,-3.7000,0.0000
0.5740,89.2060,17.6857,-3.7000,0.0000
0.5750,89.1883,17.6820,-3.7000,0.0000
0.5760,89.1706,17.6783,-3.7000,0.0000
0.5770,89.1529,17.6746,-3.7000,0.0000
0.5780,89.1353,17.6709,-3.7000,0.0000
0.5790,89.1176,17.6672,-3.7000,0.0000
0.5800,89.0999,17.6635,-3.7000,0.0000
0.5810,89.0823,17.6598,-3.7000,0.0000
0.5820,89.0646,17.6561,-3.7000,0.0000
0.5830,89.0470,17.6524,-3.7000,0.0000
0.5840,89.0293,17.6487,-3.7000,0.0000
0.5850,89.0117,17.6450,-3.7000,0.0000
0.5860,88.9941,17.6413,-3.7000,0.0000
0.5870,88.9764,17.6376,-3.7000,0.0000
0.5880,88.9588,17.6339,-3.7000,0.0000
0.5890,88.9412,17.6302,-3.7000,0.0000
0.5900,88.9235,17.6265,-3.7000,0.0000
0.5910,88.9059,17.6228,-3.7000,0.0000
0.5920,88.8883,17.6191,-3.7000,0.0000
0.5930,88.8707,17.6154,-3.7000,0.0000
0.5940,88.8531,17.6117,-3.7000,0.0000
0.5950,88.8355,17.6080,-3.7000,0.0000
0.5960,88.8179,17.6043,-3.7000,0.0000
0.5970,88.8003,17.6006,-3.7000,0.0000
0.5980,88.7827,17.5969,-3.7000,0.0000
0.5990,88.7651,17.5932,-3.7000,0.0000
0.6000,88.7475,17.5895,-3.7000,0.0000
0.6010,88.7299,17.5858,-3.7000,0.0000
0.6020,88.7123,17.5821,-3.7000,0.0000
0.6030,88.6948,17.5784,-3.7000,0.0000
0.6040,88.6772,17.5747,-3.7000,0.0000
0.6050,88.6596,17.5710,-3.7000,0.0000
0.6060,88.6420,17.5673,-3.7000,0.0000
0.6070,88.6245,17.5636,-3.7000,0.0000
0.6080,88.6069,17.5599,-3.7000,0.0000
0.6090,88.5894,17.5562,-3.7000,0.0000
0.6100,88.5718,17.5525,-3.7000,0.0000
0.6110,88.5543,17.5488,-3.7000,0.0000
0.6120,88.5367,17.5451,-3.7000,0.0000
0.6130,88.5192,17.5414,-3.7000,0.0000
0.6140,88.5017,17.5377,-3.7000,0.0000
0.6150,88.4841,17.5340,-3.7000,0.0000
0.6160,88.4666,17.5303,-3.7000,0.0000
0.6170,88.4491,17.5266,-3.7000,0.0000
0.6180,88.4315,17.5229,-3.7000,0.0000
0.6190,88.4140,17.5192,-3.7000,0.0000
0.6200,88.3965,17.5155,-3.7000,0.0000
0.6210,88.3790,17.5118,-3.7000,0.0000
0.6220,88.3615,17.5081,-3.7000,0.0000
0.6230,88.3440,17.5044,-3.7000,0.0000
0.6240,88.3265,17.5007,-3.7000,0.0000
0.6250,88.3090,17.4970,-3.7000,0.0000
0.6260,88.2915,17.4933,-3.7000,0.0000
0.6270,88.2740,17.4896,-3.7000,0.0000
0.6280,88.2565,17.4859,-3.7000,0.0000
0.6290,88.2391,17.4822,-3.7000,0.0000
0.6300,88.2216,17.4785,-3.7000,0.0000
0.6310,88.2041,17.4748,-3.7000,0.0000
0.6320,88.1866,17.4711,-3.7000,0.0000
0.6330,88.1692,17.4674,-3.7000,0.0000
0.6340,88.1517,17.4637,-3.7000,0.0000
0.6350,88.1343,17.4600,-3.7000,0.0000
0.6360,88.1168,17.4563,-3.7000,0.0000
0.6370,88.0994,17.4526,-3.7000,0.0000
0.6380,88.0819,17.4489,-3.7000,0.0000
0.6390,88.0645,17.4452,-3.7000,0.0000
0.6400,88.0470,17.4415,-3.7000,0.0000
0.6410,88.0296,17.4378,-3.7000,0.0000
0.6420,88.0122,17.4341,-3.7000,0.0000
0.6430,87.9947,17.4304,-3.7000,0.0000
0.6440,87.9773,17.4267,-3.7000,0.0000
0.6450,87.9599,17.4230,-3.7000,0.0000
0.6460,87.9425,17.4193,-3.7000,0.0000
0.6470,87.9250,17.4156,-3.7000,0.0000
0.6480,87.9076,17.4119,-3.7000,0.0000
0.6490,87.8902,17.4083,-3.6000,100.0000
0.6500,87.8728,17.4047,-3.6000,0.0000
0.6510,87.8554,17.4011,-3.6000,0.0000
0.6520,87.8380,17.3975,-3.6000,0.0000
0.6530,87.8206,17.3939,-3.6000,0.0000
0.6540,87.8033,17.3903,-3.6000,0.0000
0.6550,87.7859,17.3867,-3.6000,0.0000
0.6560,87.7685,17.3831,-3.6000,0.0000
0.6570,87.7511,17.3795,-3.6000,0.0000
0.6580,87.7337,17.3759,-3.6000,0.0000
0.6590,87.7164,17.3723,-3.6000,0.0000
0.6600,87.6990,17.3687,-3.6000,0.0000
0.6610,87.6816,17.3651,-3.6000,0.0000
0.6620,87.6643,17.3615,-3.6000,0.0000
0.6630,87.6469,17.3579,-3.6000,0.0000
0.6640,87.6296,17.3543,-3.6000,0.0000
0.6650,87.6122,17.3507,-3.6000,0.0000
0.6660,87.5949,17.3471,-3.6000,0.0000
0.6670,87.5775,17.3435,-3.6000,0.0000
0.6680,87.5602,17.3399,-3.6000,0.0000
0.6690,87.5429,17.3363,-3.6000,0.0000
0.6700,87.5255,17.3327,-3.6000,0.0000
0.6710,87.5082,17.3291,-3.6000,0.0000
0.6720,87.4909,17.3255,-3.6000,0.0000
0.6730,87.4736,17.3219,-3.6000,0.0000
0.6740,87.4562,17.3183,-3.6000,0.0000
0.6750,87.4389,17.3147,-3.6000,0.0000
0.6760,87.4216,17.3111,-3.6000,0.0000
0.6770,87.4043,17.3075,-3.6000,0.0000
0.6780,87.3870,17.3039,-3.6000,0.0000
0.6790,87.3697,17.3003,-3.6000,0.0000
0.6800,87.3524,17.2967,-3.6000,0.0000
0.6810,87.3351,17.2931,-3.6000,0.0000
0.6820,87.3178,17.2895,-3.6000,0.0000
0.6830,87.3006,17.2859,-3.6000,0.0000
0.6840,87.2833,17.2823,-3.6000,0.0000
0.6850,87.2660,17.2787,-3.6000,0.0000
0.6860,87.2487,17.2751,-3.6000,0.0000
0.6870,87.2315,17.2715,-3.6000,0.0000
0.6880,87.2142,17.2679,-3.6000,0.0000
0.6890,87.1969,17.2643,-3.6000,0.0000
0.6900,87.1797,17.2607,-3.6000,0.0000
0.6910,87.1624,17.2571,-3.6000,0.0000
0.6920,87.1452,17.2535,-3.6000,0.0000
0.6930,87.1279,17.2499,-3.6000,0.0000
0.6940,87.1107,17.2463,-3.6000,0.0000
0.6950,87.0934,17.2427,-3.6000,0.0000
0.6960,87.0762,17.2391,-3.6000,0.0000
0.6970,87.0590,17.2355,-3.6000,0.0000
0.6980,87.0417,17.2319,-3.6000,0.0000
0.6990,87.0245,17.2283,-3.6000,0.0000
0.7000,87.0073,17.2247,-3.6000,0.0000
0.7010,86.9901,17.2211,-3.6000,0.0000
0.7020,86.9728,17.2175,-3.6000,0.0000
0.7030,86.9556,17.2139,-3.6000,0.0000
0.7040,86.9384,17.2103,-3.6000,0.0000
0.7050,86.9212,17.2067,-3.6000,0.0000
0.7060,86.9040,17.2031,-3.6000,0.0000
0.7070,86.8868,17.1995,-3.6000,0.0000
0.7080,86.8696,17.1959,-3.6000,0.0000
0.7090,86.8524,17.1923,-3.6000,0.0000
0.7100,86.8352,17.1887,-3.6000,0.0000
0.7110,86.8181,17.1851,-3.6000,0.0000
0.7120,86.8009,17.1815,-3.6000,0.0000
0.7130,86.7837,17.1779,-3.6000,0.0000
0.7140,86.7665,17.1743,-3.6000,0.0000
0.7150,86.7494,17.1707,-3.6000,0.0000
0.7160,86.7322,17.1671,-3.6000,0.0000
0.7170,86.7150,17.1635,-3.6000,0.0000
0.7180,86.6979,17.1599,-3.6000,0.0000
0.7190,86.6807,17.1563,-3.6000,0.0000
0.7200,86.6636,17.1527,-3.6000,0.0000
0.7210,86.6464,17.1491,-3.6000,0.0000
0.7220,86.6293,17.1455,-3.6000,0.0000
0.7230,86.6121,17.1419,-3.6000,0.0000
0.7240,86.5950,17.1383,-3.6000,0.0000
0.7250,86.5779,17.1347,-3.6000,0.0000
0.7260,86.5607,17.1311,-3.6000,0.0000
0.7270,86.5436,17.1275,-3.6000,0.0000
0.7280,86.5265,17.1239,-3.6000,0.0000
0.7290,86.5094,17.1203,-3.6000,0.0000
0.7300,86.4923,17.1167,-3.6000,0.0000
0.7310,86.4751,17.1131,-3.6000,0.0000
0.7320,86.4580,17.1095,-3.6000,0.0000
0.7330,86.4409,17.1059,-3.6000,0.0000
0.7340,86.4238,17.1023,-3.6000,0.0000
0.7350,86.4067,17.0987,-3.6000,0.0000
0.7360,86.3896,17.0951,-3.6000,0.0000
0.7370,86.3726,17.0915,-3.6000,0.0000
0.7380,86.3555,17.0879,-3.6000,0.0000
0.7390,86.3384,17.0843,-3.6000,0.0000
0.7400,86.3213,17.0807,-3.6000,0.0000
0.7410,86.3042,17.0771,-3.6000,0.0000
0.7420,86.2872,17.0735,-3.6000,0.0000
0.7430,86.2701,17.0699,-3.6000,0.0000
0.7440,86.2530,17.0663,-3.6000,0.0000
0.7450,86.2360,17.0627,-3.6000,0.0000
0.7460,86.2189,17.0591,-3.6000,0.0000
0.7470,86.2019,17.0555,-3.6000,0.0000
0.7480,86.1848,17.0519,-3.6000,0.0000
0.7490,86.1678,17.0483,-3.6000,0.0000
0.7500,86.1507,17.0447,-3.6000,0.0000
0.7510,86.1337,17.0411,-3.6000,0.0000
0.7520,86.1166,17.0375,-3.6000,0.0000
0.7530,86.0996,17.0339,-3.6000,0.0000
0.7540,86.0826,17.0303,-3.6000,0.0000
0.7550,86.0656,17.0267,-3.6000,0.0000
0.7560,86.0485,17.0231,-3.6000,0.0000
0.7570,86.0315,17.0195,-3.6000,0.0000
0.7580,86.0145,17.0159,-3.6000,0.0000
0.7590,85.9975,17.0123,-3.6000,0.0000
0.7600,85.9805,17.0087,-3.6000,0.0000
0.7610,85.9635,17.0051,-3.6000,0.0000
0.7620,85.9465,17.0015,-3.6000,0.0000
0.7630,85.9295,16.9979,-3.6000,0.0000
0.7640,85.9125,16.9943,-3.6000,0.0000
0.7650,85.8955,16.9907,-3.6000,0.0000
0.7660,85.8785,16.9871,-3.6000,0.0000
0.7670,85.8615,16.9835,-3.6000,0.0000
0.7680,85.8446,16.9799,-3.6000,0.0000
0.7690,85.8276,16.9763,-3.6000,0.0000
0.7700,85.8106,16.9727,-3.6000,0.0000
0.7710,85.7936,16.9691,-3.6000,0.0000
0.7720,85.7767,16.9655,-3.6000,0.0000
0.7730,85.7597,16.9619,-3.6000,0.0000
0.7740,85.7428,16.9583,-3.6000,0.0000
0.7750,85.7258,16.9547,-3.6000,0.0000
0.7760,85.7089,16.9512,-3.5000,100.0000
0.7770,85.6919,16.9477,-3.5000,0.0000
0.7780,85.6750,16.9442,-3.5000,0.0000
0.7790,85.6580,16.9407,-3.5000,0.0000
0.7800,85.6411,16.9372,-3.5000,0.0000
0.7810,85.6242,16.9337,-3.5000,0.0000
0.7820,85.6072,16.9302,-3.5000,0.0000
0.7830,85.5903,16.9267,-3.5000,0.0000
0.7840,85.5734,16.9232,-3.5000,0.0000
0.7850,85.5565,16.9197,-3.5000,0.0000
0.7860,85.5396,16.9162,-3.5000,0.0000
0.7870,85.5227,16.9127,-3.5000,0.0000
0.7880,85.5057,16.9092,-3.5000,0.0000
0.7890,85.4888,16.9057,-3.5000,0.0000
0.7900,85.4719,16.9022,-3.5000,0.0000
0.7910,85.4550,16.8987,-3.5000,0.0000
0.7920,85.4382,16.8952,-3.5000,0.0000
0.7930,85.4213,16.8917,-3.5000,0.0000
0.7940,85.4044,16.8882,-3.5000,0.0000
0.7950,85.3875,16.8847,-3.5000,0.0000
0.7960,85.3706,16.8812,-3.5000,0.0000
0.7970,85.3537,16.8777,-3.5000,0.0000
0.7980,85.3369,16.8742,-3.5000,0.0000
0.7990,85.3200,16.8707,-3.5000,0.0000
0.8000,85.3031,16.8672,-3.5000,0.0000
0.8010,85.2863,16.8637,-3.5000,0.0000
0.8020,85.2694,16.8602,-3.5000,0.0000
0.8030,85.2526,16.8567,-3.5000,0.0000
0.8040,85.2357,16.8532,-3.5000,0.0000
0.8050,85.2189,16.8497,-3.5000,0.0000
0.8060,85.2020,16.8462,-3.5000,0.0000
0.8070,85.1852,16.8427,-3.5000,0.0000
0.8080,85.1683,16.8392,-3.5000,0.0000
0.8090,85.1515,16.8357,-3.5000,0.0000
0.8100,85.1347,16.8322,-3.5000,0.0000
0.8110,85.1178,16.8287,-3.5000,0.0000
0.8120,85.1010,16.8252,-3.5000,0.0000
0.8130,85.0842,16.8217,-3.5000,0.0000
0.8140,85.0674,16.8182,-3.5000,0.0000
0.8150,85.0506,16.8147,-3.5000,0.0000
0.8160,85.0338,16.8112,-3.5000,0.0000
0.8170,85.0170,16.8077,-3.5000,0.0000
0.8180,85.0001,16.8042,-3.5000,0.0000
0.8190,84.9834,16.8007,-3.5000,0.0000
0.8200,84.9666,16.7972,-3.5000,0.0000
0.8210,84.9498,16.7937,-3.5000,0.0000
0.8220,84.9330,16.7902,-3.5000,0.0000
0.8230,84.9162,16.7867,-3.5000,0.0000
0.8240,84.8994,16.7832,-3.5000,0.0000
0.8250,84.8826,16.7797,-3.5000,0.0000
0.8260,84.8659,16.7762,-3.5000,0.0000
0.8270,84.8491,16.7727,-3.5000,0.0000
0.8280,84.8323,16.7692,-3.5000,0.0000
0.8290,84.8156,16.7657,-3.5000,0.0000
0.8300,84.7988,16.7622,-3.5000,0.0000
0.8310,84.7820,16.7587,-3.5000,0.0000
0.8320,84.7653,16.7552,-3.5000,0.0000
0.8330,84.7485,16.7517,-3.5000,0.0000
0.8340,84.7318,16.7482,-3.5000,0.0000
0.8350,84.7150,16.7447,-3.5000,0.0000
0.8360,84.6983,16.7412,-3.5000,0.0000
0.8370,84.6816,16.7377,-3.5000,0.0000
0.8380,84.6648,16.7342,-3.5000,0.0000
0.8390,84.6481,16.7307,-3.5000,0.0000
0.8400,84.6314,16.7272,-3.5000,0.0000
0.8410,84.6147,16.7237,-3.5000,0.0000
0.8420,84.5979,16.7202,-3.5000,0.0000
0.8430,84.5812,16.7167,-3.5000,0.0000
0.8440,84.5645,16.7132,-3.5000,0.0000
0.8450,84.5478,16.7097,-3.5000,0.0000
0.8460,84.5311,16.7062,-3.5000,0.0000
0.8470,84.5144,16.7027,-3.5000,0.0000
0.8480,84.4977,16.6992,-3.5000,0.0000
0.8490,84.4810,16.6957,-3.5000,0.0000
0.8500,84.4643,16.6922,-3.5000,0.0000
0.8510,84.4476,16.6887,-3.5000,0.0000
0.8520,84.4309,16.6852,-3.5000,0.0000
0.8530,84.4143,16.6817,-3.5000,0.0000
0.8540,84.3976,16.6782,-3.5000,0.0000
0.8550,84.3809,16.6747,-3.5000,0.0000
0.8560,84.3643,16.6712,-3.5000,0.0000
0.8570,84.3476,16.6677,-3.5000,0.0000
0.8580,84.3309,16.6642,-3.5000,0.0000
0.8590,84.3143,16.6607,-3.5000,0.0000
0.8600,84.2976,16.6572,-3.5000,0.0000
0.8610,84.2810,16.6537,-3.5000,0.0000
0.8620,84.2643,16.6502,-3.5000,0.0000
0.8630,84.2477,16.6467,-3.5000,0.0000
0.8640,84.2310,16.6432,-3.5000,0.0000
0.8650,84.2144,16.6397,-3.5000,0.0000
0.8660,84.1977,16.6362,-3.5000,0.0000
0.8670,84.1811,16.6327,-3.5000,0.0000
0.8680,84.1645,16.6292,-3.5000,0.0000
0.8690,84.1479,16.6257,-3.5000,0.0000
0.8700,84.1312,16.6222,-3.5000,0.0000
0.8710,84.1146,16.6187,-3.5000,0.0000
0.8720,84.0980,16.6152,-3.5000,0.0000
0.8730,84.0814,16.6117,-3.5000,0.0000
0.8740,84.0648,16.6082,-3.5000,0.0000
0.8750,84.0482,16.6047,-3.5000,0.0000
0.8760,84.0316,16.6012,-3.5000,0.0000
0.8770,84.0150,16.5977,-3.5000,0.0000
0.8780,83.9984,16.5942,-3.5000,0.0000
0.8790,83.9818,16.5907,-3.5000,0.0000
0.8800,83.9652,16.5872,-3.5000,0.0000
0.8810,83.9487,16.5837,-3.5000,0.0000
0.8820,83.9321,16.5802,-3.5000,0.0000
0.8830,83.9155,16.5767,-3.5000,0.0000
0.8840,83.8989,16.5732,-3.5000,0.0000
0.8850,83.8824,16.5697,-3.5000,0.0000
0.8860,83.8658,16.5662,-3.5000,0.0000
0.8870,83.8492,16.5627,-3.5000,0.0000
0.8880,83.8327,16.5592,-3.5000,0.0000
0.8890,83.8161,16.5557,-3.5000,0.0000
0.8900,83.7996,16.5522,-3.5000,0.0000
0.8910,83.7830,16.5487,-3.5000,0.0000
0.8920,83.7665,16.5452,-3.5000,0.0000
0.8930,83.7499,16.5417,-3.5000,0.0000
0.8940,83.7334,16.5382,-3.5000,0.0000
0.8950,83.7169,16.5347,-3.5000,0.0000
0.8960,83.7003,16.5312,-3.5000,0.0000
0.8970,83.6838,16.5277,-3.5000,0.0000
0.8980,83.6673,16.5242,-3.5000,0.0000
0.8990,83.6508,16.5207,-3.5000,0.0000
0.9000,83.6343,16.5172,-3.5000,0.0000
0.9010,83.6177,16.5137,-3.5000,0.0000
0.9020,83.6012,16.5102,-3.5000,0.0000
0.9030,83.5847,16.5067,-3.5000,0.0000
0.9040,83.5682,16.5032,-3.5000,0.0000
0.9050,83.5517,16.4997,-3.5000,0.0000
0.9060,83.5352,16.4962,-3.5000,0.0000
0.9070,83.5187,16.4927,-3.5000,0.0000
0.9080,83.5023,16.4892,-3.5000,0.0000
0.9090,83.4858,16.4857,-3.5000,0.0000
0.9100,83.4693,16.4822,-3.5000,0.0000
0.9110,83.4528,16.4787,-3.5000,0.0000
0.9120,83.4363,16.4752,-3.5000,0.0000
0.9130,83.4199,16.4717,-3.5000,0.0000
0.9140,83.4034,16.4682,-3.5000,0.0000
0.9150,83.3869,16.4648,-3.4000,100.0000
0.9160,83.3705,16.4614,-3.4000,0.0000
0.9170,83.3540,16.4580,-3.4000,0.0000
0.9180,83.3376,16.4546,-3.4000,0.0000
0.9190,83.3211,16.4512,-3.4000,0.0000
0.9200,83.3047,16.4478,-3.4000,0.0000
0.9210,83.2882,16.4444,-3.4000,0.0000
0.9220,83.2718,16.4410,-3.4000,0.0000
0.9230,83.2554,16.4376,-3.4000,0.0000
0.9240,83.2389,16.4342,-3.4000,0.0000
0.9250,83.2225,16.4308,-3.4000,0.0000
0.9260,83.2061,16.4274,-3.4000,0.0000
0.9270,83.1897,16.4240,-3.4000,0.0000
0.9280,83.1732,16.4206,-3.4000,0.0000
0.9290,83.1568,16.4172,-3.4000,0.0000
0.9300,83.1404,16.4138,-3.4000,0.0000
0.9310,83.1240,16.4104,-3.4000,0.0000
0.9320,83.1076,16.4070,-3.4000,0.0000
0.9330,83.0912,16.4036,-3.4000,0.0000
0.9340,83.0748,16.4002,-3.4000,0.0000
0.9350,83.0584,16.3968,-3.4000,0.0000
0.9360,83.0420,16.3934,-3.4000,0.0000
0.9370,83.0256,16.3900,-3.4000,0.0000
0.9380,83.0092,16.3866,-3.4000,0.0000
0.9390,82.9929,16.3832,-3.4000,0.0000
0.9400,82.9765,16.3798,-3.4000,0.0000
0.9410,82.9601,16.3764,-3.4000,0.0000
0.9420,82.9437,16.3730,-3.4000,0.0000
0.9430,82.9274,16.3696,-3.4000,0.0000
0.9440,82.9110,16.3662,-3.4000,0.0000
0.9450,82.8946,16.3628,-3.4000,0.0000
0.9460,82.8783,16.3594,-3.4000,0.0000
0.9470,82.8619,16.3560,-3.4000,0.0000
0.9480,82.8456,16.3526,-3.4000,0.0000
0.9490,82.8292,16.3492,-3.4000,0.0000
0.9500,82.8129,16.3458,-3.4000,0.0000
0.9510,82.7965,16.3424,-3.4000,0.0000
0.9520,82.7802,16.3390,-3.4000,0.0000
0.9530,82.7639,16.3356,-3.4000,0.0000
0.9540,82.7475,16.3322,-3.4000,0.0000
0.9550,82.7312,16.3288,-3.4000,0.0000
0.9560,82.7149,16.3254,-3.4000,0.0000
0.9570,82.6986,16.3220,-3.4000,0.0000
0.9580,82.6823,16.3186,-3.4000,0.0000
0.9590,82.6659,16.3152,-3.4000,0.0000
0.9600,82.6496,16.3118,-3.4000,0.0000
0.9610,82.6333,16.3084,-3.4000,0.0000
0.9620,82.6170,16.3050,-3.4000,0.0000
0.9630,82.6007,16.3016,-3.4000,0.0000
0.9640,82.5844,16.2982,-3.4000,0.0000
0.9650,82.5681,16.2948,-3.4000,0.0000
0.9660,82.5518,16.2914,-3.4000,0.0000
0.9670,82.5356,16.2880,-3.4000,0.0000
0.9680,82.5193,16.2846,-3.4000,0.0000
0.9690,82.5030,16.2812,-3.4000,0.0000
0.9700,82.4867,16.2778,-3.4000,0.0000
0.9710,82.4704,16.2744,-3.4000,0.0000
0.9720,82.4542,16.2710,-3.4000,0.0000
0.9730,82.4379,16.2676,-3.4000,0.0000
0.9740,82.4216,16.2642,-3.4000,0.0000
0.9750,82.4054,16.2608,-3.4000,0.0000
0.9760,82.3891,16.2574,-3.4000,0.0000
0.9770,82.3729,16.2540,-3.4000,0.0000
0.9780,82.3566,16.2506,-3.4000,0.0000
0.9790,82.3404,16.2472,-3.4000,0.0000
0.9800,82.3241,16.2438,-3.4000,0.0000
0.9810,82.3079,16.2404,-3.4000,0.0000
0.9820,82.2917,16.2370,-3.4000,0.0000
0.9830,82.2754,16.2336,-3.4000,0.0000
0.9840,82.2592,16.2302,-3.4000,0.0000
0.9850,82.2430,16.2268,-3.4000,0.0000
0.9860,82.2268,16.2234,-3.4000,0.0000
0.9870,82.2105,16.2200,-3.4000,0.0000
0.9880,82.1943,16.2166,-3.4000,0.0000
0.9890,82.1781,16.2132,-3.4000,0.0000
0.9900,82.1619,16.2098,-3.4000,0.0000
0.9910,82.1457,16.2064,-3.4000,0.0000
0.9920,82.1295,16.2030,-3.4000,0.0000
0.9930,82.1133,16.1996,-3.4000,0.0000
0.9940,82.0971,16.1962,-3.4000,0.0000
0.9950,82.0809,16.1928,-3.4000,0.0000
0.9960,82.0647,16.1894,-3.4000,0.0000
0.9970,82.0485,16.1860,-3.4000,0.0000
0.9980,82.0324,16.1826,-3.4000,0.0000
0.9990,82.0162,16.1792,-3.4000,0.0000
1.0000,82.0000,16.1758,-3.4000,0.0000
1.0010,81.9838,16.1724,-3.4000,0.0000
1.0020,81.9677,16.1690,-3.4000,0.0000
1.0030,81.9515,16.1656,-3.4000,0.0000
1.0040,81.9353,16.1622,-3.4000,0.0000
1.0050,81.9192,16.1588,-3.4000,0.0000
1.0060,81.9030,16.1554,-3.4000,0.0000
1.0070,81.8869,16.1520,-3.4000,0.0000
1.0080,81.8707,16.1486,-3.4000,0.0000
1.0090,81.8546,16.1452,-3.4000,0.0000
1.0100,81.8385,16.1418,-3.4000,0.0000
1.0110,81.8223,16.1384,-3.4000,0.0000
1.0120,81.8062,16.1350,-3.4000,0.0000
1.0130,81.7901,16.1316,-3.4000,0.0000
1.0140,81.7739,16.1282,-3.4000,0.0000
1.0150,81.7578,16.1248,-3.4000,0.0000
1.0160,81.7417,16.1214,-3.4000,0.0000
1.0170,81.7256,16.1180,-3.4000,0.0000
1.0180,81.7095,16.1146,-3.4000,0.0000
1.0190,81.6933,16.1112,-3.4000,0.0000
1.0200,81.6772,16.1078,-3.4000,0.0000
1.0210,81.6611,16.1044,-3.4000,0.0000
1.0220,81.6450,16.1010,-3.4000,0.0000
1.0230,81.6289,16.0976,-3.4000,0.0000
1.0240,81.6129,16.0942,-3.4000,0.0000
1.0250,81.5968,16.0908,-3.4000,0.0000
1.0260,81.5807,16.0874,-3.4000,0.0000
1.0270,81.5646,16.0840,-3.4000,0.0000
1.0280,81.5485,16.0806,-3.4000,0.0000
1.0290,81.5324,16.0772,-3.4000,0.0000
1.0300,81.5164,16.0738,-3.4000,0.0000
1.0310,81.5003,16.0704,-3.4000,0.0000
1.0320,81.4842,16.0670,-3.4000,0.0000
1.0330,81.4682,16.0636,-3.4000,0.0000
1.0340,81.4521,16.0602,-3.4000,0.0000
1.0350,81.4361,16.0568,-3.4000,0.0000
1.0360,81.4200,16.0534,-3.4000,0.0000
1.0370,81.4040,16.0500,-3.4000,0.0000
1.0380,81.3879,16.0466,-3.4000,0.0000
1.0390,81.3719,16.0432,-3.4000,0.0000
1.0400,81.3558,16.0398,-3.4000,0.0000
1.0410,81.3398,16.0364,-3.4000,0.0000
1.0420,81.3238,16.0330,-3.4000,0.0000
1.0430,81.3077,16.0296,-3.4000,0.0000
1.0440,81.2917,16.0262,-3.4000,0.0000
1.0450,81.2757,16.0228,-3.4000,0.0000
1.0460,81.2597,16.0194,-3.4000,0.0000
1.0470,81.2437,16.0160,-3.4000,0.0000
1.0480,81.2277,16.0126,-3.4000,0.0000
1.0490,81.2116,16.0092,-3.4000,0.0000
1.0500,81.1956,16.0058,-3.4000,0.0000
1.0510,81.1796,16.0024,-3.4000,0.0000
1.0520,81.1636,15.9990,-3.4000,0.0000
1.0530,81.1476,15.9956,-3.4000,0.0000
1.0540,81.1317,15.9922,-3.4000,0.0000
1.0550,81.1157,15.9888,-3.4000,0.0000
1.0560,81.0997,15.9854,-3.4000,0.0000
1.0570,81.0837,15.9820,-3.4000,0.0000
1.0580,81.0677,15.9786,-3.4000,0.0000
1.0590,81.0518,15.9752,-3.4000,0.0000
1.0600,81.0358,15.9718,-3.4000,0.0000
1.0610,81.0198,15.9684,-3.4000,0.0000
1.0620,81.0039,15.9650,-3.4000,0.0000
1.0630,80.9879,15.9616,-3.4000,0.0000
1.0640,80.9719,15.9582,-3.4000,0.0000
1.0650,80.9560,15.9548,-3.4000,0.0000
1.0660,80.9400,15.9514,-3.4000,0.0000
1.0670,80.9241,15.9480,-3.4000,0.0000
1.0680,80.9081,15.9447,-3.3000,100.0000
1.0690,80.8922,15.9414,-3.3000,0.0000
1.0700,80.8763,15.9381,-3.3000,0.0000
1.0710,80.8603,15.9348,-3.3000,0.0000
1.0720,80.8444,15.9315,-3.3000,0.0000
1.0730,80.8285,15.9282,-3.3000,0.0000
1.0740,80.8126,15.9249,-3.3000,0.0000
